company_name,category,address,city,postal_code,country,phone,email,website,instagram,facebook,tiktok,youtube,linkedin,google_rating,review_count,has_website,website_quality,lead_score,priority,source,scraped_at,maps_url,website_status,website_final_url,website_http_status,website_https,website_title,website_meta_description,website_h1,website_mobile_meta,website_has_phone,website_has_email,website_impressum,website_datenschutz,website_instagram,website_facebook,website_linkedin,website_youtube,website_tiktok,website_ssl_valid,website_load_time_ms,website_contact_form,website_robots_txt,website_sitemap,website_score
Dietmar Steinig Elektromeister,Elektriker,"Feldstraße 3, 31008 Elze-Mehle",Elze,,Deutschland,05068 8441,,https://www.elektro-steinig.de/,,,,,,2.9,,true,HOCH,,,Google Maps,2026-09-15T11:11:50.262684,https://www.google.com/maps/place/Dietmar+Steinig+Elektromeister/data=!4m7!3m6!1s0x47babd3c574f6ed7:0xe5560ad5992ee1f!8m2!3d52.1147719!4d9.698791!16s%2Fg%2F1vpprms1!19sChIJ125PVzy9ukcRH-6SWa1gVQ4?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-steinig.de/,200,true,Dietmar Steinig Elektromeister - e-masters - Elze,"Wir sind für Sie rund um die Uhr im Einsatz - wir reparieren, installieren, konfigurieren und sanieren. Ihr Fachbetrieb",116038_steinig,true,true,false,true,true,false,false,false,false,false,false,222,true,true,true,88
Elektro Beckmann GmbH,Elektriker,"Im Meerfeld 2, 31028 Gronau (Leine)",Elze,,Deutschland,05182 4742,info@elektro-beckmann.com,http://www.elektro-beckmann.com/,,,,,,4.6,,true,HOCH,,,Google Maps,2026-09-15T11:11:57.174617,https://www.google.com/maps/place/Elektro+Beckmann+GmbH/data=!4m7!3m6!1s0x47babb7361f0688f:0xa64a55d71400343a!8m2!3d52.08264!4d9.7515325!16s%2Fg%2F1tscn2zd!19sChIJj2jwYXO7ukcROjQAFNdVSqY?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-beckmann.com,200,true,Elektro Beckmann GmbH aus Gronau (Leine),Ihr Partner für Elektroinstallationen in der Region Gronau und Hildesheim. Vertrauen Sie auf die Elektriker von Elektro Beckmann.,Elektro Beckmann aus Gronau (Leine),true,true,true,true,true,true,true,false,false,false,false,507,false,true,true,88
Dirk Torneden Elektromeister,Elektriker,"Rosenweg 7, 31036 Eime-Deinsen",Elze,,Deutschland,05185 8309,,http://www.torneden-elektromeister.regional.de/,,,,,,4.5,,true,NIEDRIG,,,Google Maps,2026-09-15T11:12:05.598222,https://www.google.com/maps/place/Dirk+Torneden+Elektromeister/data=!4m7!3m6!1s0x47babc25818a8fd1:0x8ad8fc4c9e84a85e!8m2!3d52.0542633!4d9.7103841!16s%2Fg%2F1vf9bghq!19sChIJ0Y-KgSW8ukcRXqiEnkz82Io?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://torneden-elektromeister.regional.de/pages/home,200,true,Intrag Backoffice | 		Home,,Mein persönliches Backoffice,false,false,false,true,false,false,false,false,false,false,false,634,true,false,false,54
"ESW Elektro-, Sondermaschinen- und Werkzeugbau GmbH",Elektriker,"Heilswannenweg 57, 31008 Elze",Elze,,Deutschland,05068 57157,info@esw-elze.de,https://www.esw-elze.de/,,,,,,,,true,MITTEL,,,Google Maps,2026-09-15T11:12:14.132935,"https://www.google.com/maps/place/ESW+Elektro-,+Sondermaschinen-+und+Werkzeugbau+GmbH/data=!4m7!3m6!1s0x47babcc2bfae8e69:0xc62af624d629da09!8m2!3d52.11065!4d9.73167!16s%2Fg%2F1tf_gj93!19sChIJaY6uv8K8ukcRCdop1iT2KsY?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1",ERREICHBAR,https://www.esw-elze.de/,200,true,"ESW Elektro-, Sondermaschinen- und Werkzeugbau GmbH in Elze","Fertigungsbereiche sind der Werkzeug-, Vorrichtungs- und Sondermaschinenbau sowie Steuerungstechnik. Automobil-Industrie,  Lichttechnik, Forschungseinrichtung","Elektro-, Sondermaschinen- und Werkzeugbau GmbH",true,true,false,true,true,false,false,true,false,false,false,2434,false,true,true,79
Elektramation e.K.,Elektriker,"Wernher-von-Braun-Straße 2, 31008 Elze-Mühlenfeld",Elze,,Deutschland,05068 98120,elze@elektramation.de,http://www.elektramation.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:12:24.002994,https://www.google.com/maps/place/Elektramation+e.K./data=!4m7!3m6!1s0x47babcc298c2c5eb:0x55edf359f6fe1dab!8m2!3d52.1092127!4d9.7313227!16s%2Fg%2F1txy1fhs!19sChIJ68XCmMK8ukcRqx3-9lnz7VU?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://elektramation.de/,200,true,"Elektramation – Automatisierung, Photovoltaik & Gebäudetechnik","Elektramation bietet smarte Gebäudeautomatisierung, Photovoltaikanlagen, IT-Software, Sicherheitstechnik, Robotertechnik, Netzwerktechnik, Elektroanlagenbau, Wärmepumpen, BOS-Funk und Thermografie. Maßgeschneiderte Lösungen seit 1994 – zertifizierter Service für Industrie und Kommunen.",Elektramation e.K.,true,true,true,true,true,false,false,false,false,false,false,2136,false,true,true,79
Aral pulse Charging Station,Elektriker,"Schmiedetorstraße 52, 31008 Elze",Elze,,Deutschland,0800 1353511,datens@de.bp.com,https://www.aral-pulse.de/,,,,,,3.9,,true,HOCH,,,Google Maps,2026-09-15T11:12:32.251475,https://www.google.com/maps/place/Aral+pulse+Charging+Station/data=!4m7!3m6!1s0x47babd3df95c33b5:0x30006cdcc38b5432!8m2!3d52.1217559!4d9.7260431!16s%2Fg%2F11yzc3sd6t!19sChIJtTNc-T29ukcRMlSLw9xsADA?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.aral.de/de/global/retail/pulse.html,200,true,Schnellladestation & Ladesäulen für dein E-Auto | Aral pulse,Elektromobilität mit Aral pulse - Ladesäulen ✓ Schnellladestationen ✓ Ladelösungen für Unternehmen. Unterwegs einfach und ultraschnell E-Auto laden!,Über 100 Jahre Fortschritt – Elektromobilität bei Aral pulse,true,true,false,true,true,true,true,true,true,false,false,503,true,true,true,92
Andreas Büsse Elektroinstallationen,Elektriker,"Alte Str. 1, 31008 Elze-Sehlde",Elze,,Deutschland,05068 5286,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:12:38.500072,https://www.google.com/maps/place/Andreas+B%C3%BCsse+Elektroinstallationen/data=!4m7!3m6!1s0x47babd0f5a99be41:0xd8a97848d7cdc5d2!8m2!3d52.0963974!4d9.6953524!16s%2Fg%2F1hc3nzd6s!19sChIJQb6ZWg-9ukcR0sXN10h4qdg?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Büttner Elektrobetrieb,Elektriker,"Schlesische Str. 4, 31008 Elze",Elze,,Deutschland,05068 4546,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:12:44.764512,https://www.google.com/maps/place/B%C3%BCttner+Elektrobetrieb/data=!4m7!3m6!1s0x47babcd00f43bda7:0xb75e35fde486a3a4!8m2!3d52.1198044!4d9.732138!16s%2Fg%2F1tdw74fb!19sChIJp71DD9C8ukcRpKOG5P01Xrc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Karl Grotjahn GmbH Elektrotechnik,Elektriker,"Am Schillerpl. 5, 31084 Freden (Leine)",Freden (Leine),,Deutschland,05184 1851,,http://www.elektro-grotjahn.de/,,,,,,4.9,,true,HOCH,,,Google Maps,2026-09-15T11:13:06.604723,https://www.google.com/maps/place/Karl+Grotjahn+GmbH+Elektrotechnik/data=!4m7!3m6!1s0x47bac940b4d97e53:0x7545e9d9606c9400!8m2!3d51.9287325!4d9.8980706!16s%2Fg%2F11j5qj3dr4!19sChIJU37ZtEDJukcRAJRsYNnpRXU?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-grotjahn.de/,200,true,Karl Grotjahn GmbH Elektrotechnik - e-masters - Freden,"Wir sind für Sie rund um die Uhr im Einsatz - wir reparieren, installieren, konfigurieren und sanieren. Ihr Fachbetrieb",110415_grotjahn,true,true,false,true,true,false,false,false,false,false,false,354,true,true,true,88
Erwin Ernemann,Elektriker,"Am Schillerpl. 5, 31084 Freden (Leine)",Freden (Leine),,Deutschland,05184 1851,,,,,,,,3.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:13:13.824701,https://www.google.com/maps/place/Erwin+Ernemann/data=!4m7!3m6!1s0x47bac9c67e6c0cf3:0x3397f610b2a90e47!8m2!3d51.9287696!4d9.8980463!16s%2Fg%2F1hc6wyd0j!19sChIJ8wxsfsbJukcRRw6pshD2lzM?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektrha GmbH,Elektriker,"Sonneck 8, 31084 Freden (Leine)",Freden (Leine),,Deutschland,05184 950346,kontakt@elektrha.de,https://www.elektrha.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:13:20.613451,https://www.google.com/maps/place/Elektrha+GmbH/data=!4m7!3m6!1s0x47bac9c3b6f67ed5:0xc42d0fc6aa27374a!8m2!3d51.92994!4d9.9049899!16s%2Fg%2F11b6d43wlr!19sChIJ1X72tsPJukcRSjcnqsYPLcQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektrha.de/,200,true,Elektrha GmbH aus Alfeld – Elektro | PV,"Elektrha GmbH aus Alfeld – Experten für Elektro | PV – Beratung, Planung, Wartung, Modernisierung – Unternehmen &amp; Privatkunden",Moderne Technik – Wir bringen Innovation in Ihr Gebäude!,true,true,true,true,true,true,true,false,false,false,false,310,false,true,true,88
Laufer Elektrotechnik,Elektriker,"Uferweg 20, 31180 Giesen",Giesen,,Deutschland,05121 777786,laufer_elektro@web.de,https://laufer-elektro.de/kontakt/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:13:41.671171,https://www.google.com/maps/place/Laufer+Elektrotechnik/data=!4m7!3m6!1s0x47baa5e425e3ffff:0x3b8fee15b2eec42b!8m2!3d52.1947155!4d9.89712!16s%2Fg%2F11tghpl278!19sChIJ___jJeSlukcRK8TushXujzs?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://laufer-elektro.de/kontakt/,200,true,Kontakt - Laufer Elektrotechnik,,Kontakt,true,true,true,true,true,false,false,false,false,false,false,2117,false,true,true,71
Frank Laufer Elektroinstallationen,Elektriker,"Holztorstraße 34, 31157 Sarstedt",Giesen,,Deutschland,05066 62603,laufer_elektro@web.de,https://laufer-elektro.de/,,,,,,4.2,,true,MITTEL,,,Google Maps,2026-09-15T11:13:48.660467,https://www.google.com/maps/place/Frank+Laufer+Elektroinstallationen/data=!4m7!3m6!1s0x47baa6e9817e17eb:0xcdaaacd7cdc6c6f!8m2!3d52.23324!4d9.84887!16s%2Fg%2F1tg_w5v5!19sChIJ6xd-gemmukcRb2zcfM2q2gw?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://laufer-elektro.de/,200,true,Startseite - Laufer Elektrotechnik,,"Frank Laufer Elektrotechnik, Inh. Tim Laufer",true,false,true,true,true,false,false,false,false,false,false,1508,false,true,true,65
Roland Stichweh,Elektriker,"Hauptstraße 52 A, 31180 Giesen",Giesen,,Deutschland,05121 47211,,,,,,,,3.9,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:13:54.941534,https://www.google.com/maps/place/Roland+Stichweh/data=!4m7!3m6!1s0x47baa5a0e16e54bf:0xab3d56fe3d361fc2!8m2!3d52.16362!4d9.87321!16s%2Fg%2F1tqnkqlg!19sChIJv1Ru4aClukcRwh82Pf5WPas?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Heinz-Hermann Becker,Elektriker,"Konrad-Adenauer-Straße 23, 31177 Harsum",Harsum,,Deutschland,05127 6586,,,,,,,,2.5,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:14:14.996804,https://www.google.com/maps/place/Heinz-Hermann+Becker/data=!4m7!3m6!1s0x47baa8cfd58512fb:0x7d292c26da2a0429!8m2!3d52.2044755!4d9.965147!16s%2Fg%2F1tgxh4y7!19sChIJ-xKF1c-oukcRKQQq2iYsKX0?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Braukmann Elektrotechnik GmbH,Elektriker,"Ehrlicherstraße 3, 31135 Hildesheim",Harsum,,Deutschland,05121 57410,info@braukmann-elektro.de,http://braukmann-elektro.de/,,,,,,4.9,,true,NIEDRIG,,,Google Maps,2026-09-15T11:14:21.985041,https://www.google.com/maps/place/Braukmann+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47baaee0789cb5fb:0xb9136088a57bdfe1!8m2!3d52.174077!4d9.9678838!16s%2Fg%2F1trpk9k0!19sChIJ-7WceOCuukcR4d97pYhgE7k?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://braukmann-elektro.de/,200,false,Braukmann Elektrotechnik â Website im Aufbau,,Unsere Website entsteht.,true,true,true,false,false,false,false,false,false,false,false,150,false,false,false,54
Pahlen Elektrotechnik,Elektriker,"Koppelweg 3, 31177 Harsum",Harsum,,Deutschland,01577 7590164,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:14:29.862836,https://www.google.com/maps/place/Pahlen+Elektrotechnik/data=!4m7!3m6!1s0x47baa99d1804e985:0xe2827d12ad2cdc3f!8m2!3d52.2116043!4d9.9626782!16s%2Fg%2F11fvgbd60b!19sChIJhekEGJ2pukcRP9wsrRJ9guI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Karch Elektro,Elektriker,"Lindenallee 26, 31177 Harsum-Machtsum",Harsum,,Deutschland,05127 213669,mail@karch-elektro.de,http://karch-elektro.de/,,,,,,,,true,MITTEL,,,Google Maps,2026-09-15T11:14:37.740073,https://www.google.com/maps/place/Karch+Elektro/data=!4m7!3m6!1s0x47baa95430a6a82f:0x87564f9600f9e2db!8m2!3d52.195222!4d10.0296142!16s%2Fg%2F1tgn3v9n!19sChIJL6imMFSpukcR2-L5AJZPVoc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://karch-elektro.de/,200,true,Elektro Karch - Unsere Tätigkeitsschwerpunkte,Elektrobetrieb in Hildesheim,,true,false,false,true,true,false,false,false,false,false,false,2398,false,true,true,63
Schlüter-Elektrotechnik GmbH,Elektriker,"Basedowstraße 2, 31137 Hildesheim",Hildesheim,,Deutschland,05121 52475,Impressum@schlueter-elektrotechnik.de,http://www.schlueter-elektrotechnik.de/,,,,,,4.5,,true,MITTEL,,,Google Maps,2026-09-15T11:15:00.756032,https://www.google.com/maps/place/Schl%C3%BCter-Elektrotechnik+GmbH/data=!4m7!3m6!1s0x41654e1c7bef7d21:0xa18bec1764ecba6c!8m2!3d52.1692423!4d9.9443822!16s%2Fg%2F11b6ghqc8j!19sChIJIX3vexxOZUERbLrsZBfsi6E?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://schlueter-elektrotechnik.de/,200,true,"Elektrotechnik weiter gedacht, Zukunft sicher","Schlüter-Elektrotechnik, ihr Elektrobetrieb in Hildesheim. Elektroinstallationen, die auf Zukunft ausgerichtet sind.","Elektro-, Video-, Sprechanlagen mit Zukunft",true,true,false,true,true,false,false,false,false,false,false,3277,true,true,true,78
Assmann Elektro-Sanitär-Heizungs-Lüftungsbau - Hildesheim,Elektriker,"Gropiusstraße 4, 31137 Hildesheim",Hildesheim,,Deutschland,05121 76540,info@assmann-gmbh.de,https://www.assmann-gmbh.de/,,,,,,4.1,,true,HOCH,,,Google Maps,2026-09-15T11:15:07.323056,https://www.google.com/maps/place/Assmann+Elektro-Sanit%C3%A4r-Heizungs-L%C3%BCftungsbau+-+Hildesheim/data=!4m7!3m6!1s0x47baaf6b47b9dd17:0xa422e9488e81b9ae!8m2!3d52.1728517!4d9.9385803!16s%2Fg%2F1v75q_rq!19sChIJF925R2uvukcRrrmBjkjpIqQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.assmann-gmbh.de/,200,true,Assmann Elektro Heizungs- Lüftungsbau GmbH | Hildesheim,"Ihr Partner für Energie, Wärme & Sanitär in Hildesheim. Moderne Technik, breite Leistungen. Kontaktieren Sie uns unter +49512176540.","Elektriker Assmann in Hildesheim – Ihr Partner für Energie, Wärme und Sanitär",true,true,true,true,true,false,false,false,false,false,false,251,true,true,true,92
Elektro-Kempf,Elektriker,"Utermöhlestraße 14, 31135 Hildesheim",Hildesheim,,Deutschland,05121 12117,info@elektro-kempf.com,http://www.elektro-kempf.com/,,,,,,4.9,,true,MITTEL,,,Google Maps,2026-09-15T11:15:14.405133,https://www.google.com/maps/place/Elektro-Kempf/data=!4m7!3m6!1s0x47baae55431d3117:0x2ecba46ae3e26ac8!8m2!3d52.1679025!4d9.9901814!16s%2Fg%2F1tc_k7g5!19sChIJFzEdQ1WuukcRyGri42qkyy4?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://www.elektro-kempf.com/,200,false,,,Kontakt,true,true,true,true,true,false,false,false,false,false,false,315,false,true,false,60
Elektro Bestian GmbH,Elektriker,"Bördestraße 15, 31135 Hildesheim",Hildesheim,,Deutschland,05121 20530,info@bestian-licht.de,https://bestian-licht.de/?utm_source=GMB&utm_medium=organic,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:15:21.894594,https://www.google.com/maps/place/Elektro+Bestian+GmbH/data=!4m7!3m6!1s0x47baafcec60d099d:0xb6c6dc8906ebb74e!8m2!3d52.1539636!4d9.975015!16s%2Fg%2F1ttyvvpg!19sChIJnQkNxs6vukcRTrfrBoncxrY?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://bestian-licht.de/?utm_source=GMB&utm_medium=organic,200,true,Elektro Bestian Hildesheim | Elektro- & Lichtplanung nach Maß,Bei Licht Bestian erhalten Sie das Komplettpaket. Von der Lichtplanung bis hin zur Elektroinstallation sind wir für Sie da ➨ Lassen Sie sich beraten!,"Wir bringen Energie, Licht und Gebäude­intelligenz in Einklang",true,true,true,true,true,true,true,true,false,false,false,227,true,true,true,96
Ulrich Wolf Elektroinstallationen,Elektriker,"Goschenstraße 58, 31134 Hildesheim",Hildesheim,,Deutschland,05121 306706,,,,,,,,4.9,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:15:29.745990,https://www.google.com/maps/place/Ulrich+Wolf+Elektroinstallationen/data=!4m7!3m6!1s0x47baafacf028ee55:0x3a35a1ae7a57e4dc!8m2!3d52.14691!4d9.9560329!16s%2Fg%2F11btmqfswh!19sChIJVe4o8KyvukcR3ORXeq6hNTo?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
MS Elektrotechnik Michael Schmelzer,Elektriker,"Frankenstraße 2A, 31135 Hildesheim",Hildesheim,,Deutschland,05121 1028984,info@ms-elektrotechnik-hi.de,http://ms-elektrotechnik-hi.de/,,,,,,4.9,,true,MITTEL,,,Google Maps,2026-09-15T11:15:36.906488,https://www.google.com/maps/place/MS+Elektrotechnik+Michael+Schmelzer/data=!4m7!3m6!1s0x47baae489cb09f6d:0x24fb4f488a2f585b!8m2!3d52.1553187!4d9.9715824!16s%2Fg%2F1hc395hwl!19sChIJbZ-wnEiuukcRW1gvikhP-yQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.ms-elektrotechnik-hi.de/,200,true,Startseite,,,true,false,false,true,true,false,false,false,false,false,false,413,false,true,true,60
ESM Elektroservice Mai,Elektriker,"Wolfstieg 6A, 31139 Hildesheim",Hildesheim,,Deutschland,05121 518771,ia@-.me,http://www.esm-24.de/,,,,,,3.5,,true,HOCH,,,Google Maps,2026-09-15T11:15:44.015978,https://www.google.com/maps/place/ESM+Elektroservice+Mai/data=!4m7!3m6!1s0x47baaf96882d78a3:0x17fd5845db8dcbf8!8m2!3d52.1414993!4d9.924166!16s%2Fg%2F1vzqrc6p!19sChIJo3gtiJavukcR-MuN20VY_Rc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.esm-24.de/,200,true,"Elektriker, Strom, Licht | ESM Elektro-Service Mai, Hildesheim","ESM Elektro-Service Mai – Ihre Elektriker aus Hildesheim für die Elektroinstallation, moderne Elektrotechnik, effiziente Anlagen zur Nutzung erneuerbarer Energien und vieles mehr. Wir sind für Sie da!",Ihr Elektriker aus Hildesheim.,true,true,true,true,true,false,false,false,false,false,false,791,true,true,true,92
Elektro-Lindemann GmbH,Elektriker,"Utermöhlestraße 3, 31135 Hildesheim-Bavenstedt",Hildesheim,,Deutschland,05121 9187000,info@elektro-lindemann.de,http://www.elektro-lindemann.de/,,,,,,4.2,,true,HOCH,,,Google Maps,2026-09-15T11:15:53.071265,https://www.google.com/maps/place/Elektro-Lindemann+GmbH/data=!4m7!3m6!1s0x47baaeea358118df:0xe79161f9041d8dcb!8m2!3d52.17014!4d9.99064!16s%2Fg%2F1tl4c3t2!19sChIJ3xiBNequukcRy40dBPlhkec?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://elektro-lindemann.de/,200,true,Elektroinstallation Hildesheim | Elektro Lindemann GmbH,Professionelle Elektroinstallation Hildesheim für Gewerbe & Privat. ✅ Meisterbetrieb ✅ Schnell ✅ Sicher. Jetzt Termin vereinbaren!,Elektro Lindemann – Professionelle Elektroinstallation in Hildesheim,true,true,true,true,true,true,true,false,false,false,false,871,true,true,true,96
Elektro Fischer Inh. Michael Fischer,Elektriker,"Achtumer Winkel 6, 31135 Hildesheim-Achtum",Hildesheim,,Deutschland,05121 34765,info@denic.de,http://www.elektro-fischer-hildesheim.de/,,,,,,4.9,,true,HOCH,,,Google Maps,2026-09-15T11:15:59.745624,https://www.google.com/maps/place/Elektro+Fischer+Inh.+Michael+Fischer/data=!4m7!3m6!1s0x47baae877a629ad7:0x716aa9759ca8a959!8m2!3d52.1503605!4d10.0076297!16s%2Fg%2F1tgtdlq4!19sChIJ15pieoeuukcRWamonHWpanE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.denic.de/services/transit-service/transit-informationsseite/,200,true,DENIC eG: TRANSIT-Informationsseite,,,true,true,true,true,true,true,false,true,false,false,false,292,true,false,true,82
Florian Fischer Elektromeister,Elektriker,"Am Knüppelbrink 6, 31137 Hildesheim-Himmelsthür",Hildesheim,,Deutschland,05121 4026425,office@elektromeister-fischer.de,http://www.elektromeister-fischer.de/,,,,,,4.3,,true,HOCH,,,Google Maps,2026-09-15T11:16:07.219920,https://www.google.com/maps/place/Florian+Fischer+Elektromeister/data=!4m7!3m6!1s0x47baa50c93a3b1c5:0xe0a98b4a671b33d0!8m2!3d52.1629355!4d9.9064467!16s%2Fg%2F11kw4f9mxz!19sChIJxbGjkwylukcR0DMbZ0qLqeA?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektromeister-fischer.de/,200,true,PV & Smart Home – Strom selbst erzeugen und clever nutzen | Florian Fischer Elektromeister,"Florian Fischer Elektromeister – TÜV-zertifizierter Fachberater für Photovoltaik, Speichertechnik und Smart Home in Hildesheim. Ihr Meisterbetrieb aus der Region.",Strom selbst erzeugen – clever nutzen.,true,true,true,true,true,false,false,false,false,false,false,326,false,true,false,84
Thomas Härtel Elektromeister,Elektriker,"Bahnhofstraße 45, 31188 Holle",Holle,,Deutschland,05062 412,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:16:27.348101,https://www.google.com/maps/place/Thomas+H%C3%A4rtel+Elektromeister/data=!4m7!3m6!1s0x47a552a029d177a3:0x3c7d60b55a3343ff!8m2!3d52.0974213!4d10.1428004!16s%2Fg%2F11bzyph9r1!19sChIJo3fRKaBSpUcR_0MzWrVgfTw?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Christoph Arndt,Elektriker,,Holle,,Deutschland,05062 3023755,,,,,,,,4.5,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:16:34.074840,https://www.google.com/maps/place/Christoph+Arndt/data=!4m7!3m6!1s0x47baad5b5f3abd01:0xdc2593c3878a563a!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11f08yxf5b!19sChIJAb06X1utukcROlaKh8OTJdw?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Lehmann Elektrotechnik,Elektriker,"Hüttenweg 1 A, 31188 Holle",Holle,,Deutschland,,,,,,,,,1.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:16:41.108647,https://www.google.com/maps/place/Lehmann+Elektrotechnik/data=!4m7!3m6!1s0x47a54dbe6afef29f:0x51dbb790bc91f8ab!8m2!3d52.0687223!4d10.1844615!16s%2Fg%2F11d_tz2pxg!19sChIJn_L-ar5NpUcRq_iRvJC321E?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Kähl - Elektrotechnik,Elektriker,"Auf dem Brink 1, 31097 Lamspringe-Harbarnsen",Lamspringe,,Deutschland,05183 5542,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:17:01.143894,https://www.google.com/maps/place/K%C3%A4hl+-+Elektrotechnik/data=!4m7!3m6!1s0x47bab66220fc14d1:0xf8d710d47cfc9e02!8m2!3d51.98327!4d9.93631!16s%2Fg%2F1tgfp71k!19sChIJ0RT8IGK2ukcRAp78fNQQ1_g?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
